Kalmyk	л	U+043B	l		Sanzheev 1983: 4-34	
Kalmyk	м	U+043C	m		Sanzheev 1983: 4-34	
Kalmyk	н	U+043D	n		Sanzheev 1983: 4-34	
Kalmyk	ӊ	U+04CA	ŋ		Sanzheev 1983: 4-34	
Kalmyk	п	U+043F	p		Sanzheev 1983: 4-34	
Kalmyk	р	U+0440	r		Sanzheev 1983: 4-34	
Kalmyk	с	U+0441	s		Sanzheev 1983: 4-34	
Kalmyk	т	U+0442	t		Sanzheev 1983: 4-34	
Kalmyk	х	U+0445	x	в словах с гласными переднего ряда	Sanzheev 1983: 4-34	
Kalmyk	х	U+0445	χ		Sanzheev 1983: 4-34	
Kalmyk	ш	U+0448	ʃ		Sanzheev 1983: 4-34	
Kalmyk	Һ	U+04BA	h		Sanzheev 1983: 4-34	
Kalmyk	һ	U+04BB	h		Sanzheev 1983: 4-34	


Kalmyk	Vyacheslav Ivanov	Sanzheev G. D. (red.) Grammatika kalmytskogo yazyka. Fonetika i morfologiya. Elista
